track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,song_hotttnesss,year
TRAAFMS128F933AB23,Soda Stereo,Entre Caníbales,-9.603,112.903,4,7,1,246.69995,0.62616576,1990
TRAAFON128F42926FB,Bruce Rowland,Rosemary Recalls,-26.266,115.642,4,7,1,84.03546,0,1985
TRAAFRU128F9339158,Xcultures,Sudanese Dance,-6.305,125.013,4,1,1,273.52771,0.199238262,2000
TRAAFSM128F425A2C5,White Heart,Where The Thunder Roars (Tales Of Wonder Album Version),-9.998,113.277,4,5,1,298.84036,0.265861049,0
TRAAFUJ128F933F42B,Heavy D / McGruff,Wanna Be A Player,-9.161,96.979,4,5,0,161.38404,0.237733942,1997
TRAAFYL128E07856A7,Van Halen,Panama (Remastered Album Version),-4.865,140.995,1,8,1,209.29261,0.82448213,0
TRAAGCZ128F93210FD,Black Eyed Peas,Let's Get It Started,-4.882,105.206,4,11,0,229.61587,0.624425493,2004
TRAAGEC128E079252C,Nine Inch Nails,Metal,-12.951,63.017,4,0,0,426.89261,0.635536649,2000
TRAAGGE128F9325E2C,Nick Cave & The Bad Seeds,She Fell Away (2009 Digital Remaster),-11.751,144.603,4,9,0,269.26975,nan,0
TRAAGHM128EF35CF8E,Nadine Renee,Next Time,-6.693,167.92,4,2,1,249.41669,0.198785349,0
TRAAGJV128F1464090,Lesley Gore,It's My Party,-9.091,129.122,1,9,1,136.48934,nan,1963
TRAAGKF128F932D5A2,Smartbomb,Complicate It,-2.658,132.022,4,0,1,233.27302,0,2001
TRAAGKQ128F92EAF39,Suburbs,Monde De Fou,-4.42,183.92,1,1,1,187.24526,0.249065795,2005
TRAAGKS128F9314884,Emperor,Opus a Satana (Part 2),-11.051,89.867,4,9,0,72.61995,nan,0
TRAAGMJ12903CAD7D4,Julien Clerc,This Melody (Live),-9.97,119.896,5,2,1,272.63955,nan,0
TRAAGNL128F4299BF1,Glen Campbell,I'm Gone This Time,-11.335,137.29,4,1,0,142.75873,nan,0
TRAAGOH128F42593CE,T.G. Sheppard,You Feel Good All Over,-15.581,82.343,1,5,1,194.11546,0.382723281,2002
TRAAGPF12903CE027E,Slim Whitman,Indian Love Call,-11.98,91.487,4,3,1,195.91791,nan,1990
TRAAGPH128F4273C8D,Savage Garden,You Can Still Be Free,-11.215,84.69,5,9,0,118.33424,nan,1999
TRAAGPJ128F428CD1B,Queens Of The Stone Age,I Never Came,-8.165,115.606,4,2,1,288.41751,0.725121284,2005
TRAAGUA128F93236E8,Hank Penny & The Lincoln Penny Orchestra,Dixie,-12.69,126.523,1,7,0,123.21914,nan,0
TRAAGVF128E0789785,Inspiral Carpets,Commercial Reign,-8.7,113.677,4,2,1,283.76771,0.665172241,1990
TRAAGVM128E0784D95,Borialis,Hourglass,-5.758,86.938,4,2,1,239.3073,0.554654767,0
TRAAGXN128F92DE52C,The Dirty Skirts,Wake,-4.907,141.936,4,0,1,206.75873,0.304169503,0
TRAAGZU128EF360F47,Flor Silvestre,Caricia Y Herida,-8.133,106.049,1,11,1,134.81751,nan,0
TRAAHDH128F93094B6,Bézu,Le tortillard,-9.093,126.88,4,8,1,285.64853,nan,0
TRAAHEG128E07861C3,Redman,WKYA (drop),-10.296,85.008,5,1,0,124.18567,0.57010593,2001
TRAAHEH128F427FCEF,Solistiyhtye Suomi,Teräslintu,-12.839,133.699,1,4,0,134.08608,nan,0
TRAAHEQ128F93057B4,Eddie Cantor,Now's The Time To Fall In Love,-13.71,118.975,1,11,1,155.61098,nan,0
TRAAHER128F92E3FE9,Schizoid,Grim Prospects (Gross Prospects - Bad Trip Remix),-2.119,102.408,4,9,1,275.40853,nan,0
TRAAHJX128F9312B83,Kai Winding,Mangos,-14.438,112.006,4,0,1,223.4771,0,1961
TRAAHKE128F421389B,Sonny Simmons,A Distant Voice,-13.002,45.527,4,1,1,443.24526,0.270775999,0
TRAAHMO128F92DE7C9,Mira,Openbare Weg,-12.004,85.621,4,4,1,177.81506,nan,2006
TRAAHPZ12903CB4643,Citizen Kaned,President Johnson,-8.37,108.061,4,8,0,385.33179,nan,2000
TRAAHRF128F92FE234,The Brooklyn Tabernacle Choir,Lead Me Lord,-11.829,216.195,5,7,1,324.44036,0.405115722,1995
TRAAHTH12903CCFFE1,Ellen McIlwaine,Spontanous Combustion,-6.29,132.428,4,7,1,275.12118,0.242741879,0
TRAAHVY128F92E25D6,Vince Guaraldi / Bola Sete,Choro,-15.761,168.307,4,5,0,294.66077,0.386790177,0
TRAAHXN128F9326097,Maurice Chevalier,Ma Louise,-27.433,140.956,7,0,1,193.20118,nan,0
TRAAHYV128F932A425,Carl Cox Vs Yousef,I Want You (Forever),-5.701,130.016,5,1,1,357.82485,0.511254835,1991
TRAAHZP12903CA25F4,Organized Konfusion,Hate,-8.709,175.769,4,11,0,198.3473,0.460484845,1997
TRAAIAE128F42AC53D,Martina McBride,I Can't Stop Loving You,-13.627,100.194,3,7,1,261.95546,0.488289876,2005
TRAAIAN12903CFF16D,Horace Andy,Thank You Lord,-11.479,151.911,4,2,1,176.27383,nan,1985
TRAAIAX128F930531B,Nazz,How Can You Call That Beautiful (Stewkey Vocal),-6.302,119.691,4,9,1,220.89098,nan,0
TRAAIBB12903CECB35,Tyrone Davis,Cheatin' In The Next Room,-10.466,161.976,4,10,1,235.91138,nan,0
TRAAIDY128F92CA454,Hot Tuna,Candy Man,-9.275,172.398,1,0,1,239.59465,nan,1971
TRAAIFG12903CB0BCB,Richard Burton,I See The Boys Of Summer,-37.398,109.823,3,2,1,171.49342,0,0
TRAAIGD12903CA2F3C,Rory Block,Three Is a Crowd,-13.836,90.101,1,1,1,266.05669,0,0
TRAAIHL128F92E6DDA,Boyz II Men,On Bended Knee,-7.103,116.473,4,8,1,329.27302,0.345802234,1994
TRAAIIE128F4288BB1,Howard Armstrong,My Four Reasons,-13.495,126.821,4,9,0,198.922,0.333554807,0
TRAAIII128F427D5D8,Donny Hathaway,Little Girl (LP Version),-15.144,111.191,3,2,1,283.21914,0.617365618,1971
TRAAILM128F93480BB,Miguel Gallardo,Eternamente Amame,-12.991,125.508,4,5,1,238.68036,nan,0
TRAAINT128F933BBE0,Les Ogres De Barback,Niev nietch nievitch,-6.01,137.888,1,4,0,254.06649,0.394394856,1999
TRAAIRG128F93265E8,DJ X-Change featuring DJ Joey A,Come Over,-5.58,150.012,4,6,0,184.31955,nan,0
TRAAIXN128F428027A,Morel,Blue Taxi,-4.313,108.367,4,10,1,311.40526,nan,0
TRAAIXU128F4241E5C,Tony Joe White,I Want Love (Tween You & Me) (Album Version),-17.285,173.482,4,2,1,162.53342,0.374796837,0
TRAAIYR12903CD290D,Wolfmother,White Feather,-5.931,110.745,4,4,0,212.37506,nan,2009
TRAAJAC128F148B530,The Roches,Christlike Roche,-14.248,130.027,4,2,0,338.33751,0.265861049,1995
TRAAJBU128F9326C02,Bob Margolin,You Rascal You,-12.651,110.168,4,11,1,126.51057,0.233796474,0
TRAAJBU12903CE2831,Thomas Battenstein,Sympathy,-16.056,97.976,3,9,0,205.58322,nan,0
TRAAJEK128F422F55A,Jupiter Rising,They Say (Album),-5.913,119.979,4,0,0,193.4624,0.215080319,2007
TRAAJEK12903CE351A,Dharma Bums,Simon's Folly,-5.541,156.968,1,6,1,127.4771,nan,0
TRAAJJA12903CC518A,Saafir,Crawl Before You Ball (Album Version),-6.019,188.886,4,5,1,234.762,nan,1999
TRAAJJG128F4284B27,The Verve Pipe,Medicate Myself,-4.953,133.306,4,9,1,292.8322,0.466304831,2001
TRAAJJV128F42A2F99,Bob Neuwirth,Biding Her Time,-18.114,152.267,3,4,1,241.10975,0.480610618,1990
TRAAJMH128E0785407,Marvin Sapp,More And More  (LP Version),-11.061,166.275,4,1,1,270.68036,0.26568338,0
TRAAJNM12903CF4750,James Hunter,Cowboy Ways,-7.04,114.971,4,2,1,188.73424,nan,0
TRAAJSX128F4275A1D,Nelson Ned,Brasas Vivas,-15.358,144.651,4,9,0,211.80036,nan,0
TRAAJVJ128F42570AD,Mish Mash,Kolomeyke,-11.213,152.005,1,2,1,254.32771,nan,0
TRAAJXQ128F92E65BF,Cama,In This Life,-5.904,155.074,1,1,0,210.36363,nan,2009
TRAAJYX128F4255568,Maxi Priest,Groovin' In The Midnight,-8.095,61.971,1,10,0,301.81832,0.345802234,1991
TRAAKAS128F4246013,Porcupine Tree,Waiting,-7.982,124.04,5,6,0,416.80934,0.82517354,1997
TRAAKAV128F931BE25,Ragheb Alama,A'chek Ouyounik (2009 Digital Remaster),-8.804,191.196,4,7,0,413.36118,0,0
TRAAKDF128F92FA302,Foo Fighters,Hell,-5.699,152.127,4,7,1,117.002,nan,2005
TRAAKDG128F42A0ECB,Shakira Featuring Wyclef Jean,Hips Don't Lie (featuring Wyclef Jean),-5.152,100.023,4,10,0,217.36444,0.73738531,0
TRAAKJJ128F4228346,The Avengers,Juoksuhauta-twist (Elämä juoksuhaudoissa),-9.965,192.688,4,10,1,122.72281,nan,0
TRAAKNS12903CC5198,Robben Ford,I Got Over It (Album Version),-11.976,154.322,4,11,0,203.98975,0.47212112,1988
TRAAKQS128F4224DE1,Brazilian Tropical Orchestra,One Less Bell To Answer,-10.229,236.006,4,5,1,192.44363,0,0
TRAAKSB128F934D73A,Gil Semedo,Festa,-6.284,150.666,5,11,1,285.36118,0.392008771,0
TRAAKTK128F9343DCC,Soda Stereo,Te Hacen Falta Vitaminas,-3.818,175.421,1,11,0,225.12281,nan,1984
TRAAKVA128F934E69E,Xmilk,Sense And Trick,-4.633,104.153,4,9,0,123.66322,nan,0
TRAAKVD12903CE8474,Dolce; Oscar G.,Fire (Oscar G Space Vocal Mix),-5.602,127.278,4,11,0,525.16526,nan,0
TRAAKVZ12903D074BB,Britt Nicole,Hanging On (Medium Key Performance Track Without Background Vocals),-5.157,160.165,4,6,1,204.06812,0.236420182,0
TRAAKXN128F92E71B1,Schizoid,Grim Prospects (Version 2 Remix),-1.925,86.091,3,5,1,166.00771,nan,0
TRAALCM128F4264370,Toni Braxton Featuring Shaggy,Christmas In Jamaica,-5.21,149.94,4,0,1,219.01016,nan,2001
TRAALDU128F930D56B,Perrey And Kingsley,Gossippo Perpetuo,-12.717,135.78,4,0,1,127.9473,0.444401715,2001
TRAALEO128F42A7AEA,Sven Tasnadi,2190 Dias Contigo,-12.28,122.967,4,7,1,570.90567,nan,0
TRAALHD12903D0BD6A,Eddie,No Control,-9.748,142.024,4,9,1,230.00771,nan,0
TRAALNG12903D014E9,Enthroned,The Vitalized Shell,-4.878,135.535,7,2,0,240.74404,0.543052864,2010
TRAALRZ128F429024E,Suzanne Ciani,Mozart,-23.988,139.189,3,2,1,192.20853,0.608500079,1989
TRAALSV128F4282B9B,Milan Band,Ciao Milan,-9.414,128.598,5,8,1,152.0322,nan,0
TRAALUX12903CFD50B,Johnny Osbourne,Lend Me Your Chopper,-9.741,163.445,4,3,0,215.30077,0,2004
TRAALZC128F92E11A6,Dolly Parton,Letter To Heaven,-11.965,114.027,3,7,0,155.21914,nan,1971
TRAALZN128F932D457,Rance Allen Group,Heaven is Where The Heart Is,-12.779,111.316,1,7,1,207.12444,nan,0
TRAAMES128F42AF068,Pearl Jam,Inside Job,-8.403,105.994,3,4,0,428.56444,0.659304669,2006
TRAAMFG128F92FDEA2,Natalie Cole,Take A Look  (LP Version),-13.251,88.489,1,8,1,185.7824,nan,0
TRAAMFT128F93128AD,Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),-5.884,118.433,4,7,0,654.28853,0.626612803,2009
TRAAMGJ12903CD315C,Kiril Valeri,Bulgarian Dream,-6.929,96.007,4,11,1,306.72934,0.270775999,0
TRAAMII128F933B583,Word,Amalgama,-4.198,187.807,4,9,1,229.51138,nan,0
TRAAMJY128F92F5919,DJ Quik,Born and Raised In Compton,-6.998,181.115,4,7,0,205.58322,nan,1991
TRAAMKI128F428537A,Hank Locklin,We're Gonna Go Fishin',-12.772,148.357,4,2,1,127.05914,0.494489518,0
TRAAMKL128F9347D8A,BT,Robbers Kill Cop,-18.147,136.164,4,1,0,44.35546,0.304169503,0
TRAAMKP12903CC74F4,2-4 Grooves feat. Reki D.,Relax,-7.661,126.941,4,4,0,203.83302,nan,2009
TRAAMKW128F4249CF0,The Jordanaires,Sweet By And By,-17.308,159.582,3,5,1,176.50893,nan,0
TRAAMPA128F92E7D0D,Descendents,Orgofart,-28.347,89.495,4,6,0,140.66893,0.519448581,1986
TRAAMSO128EF348DCC,L.A. Guns,Bitch Is Back,-2.869,102.259,3,5,0,201.09016,nan,1988
TRAAMXP128F4264F6A,Bare Jr.,Naked Albino,-7.309,107.529,3,10,1,254.79791,0,1998
TRAAMYQ128F148B753,Shelley Fabares,Johnny Loves Me (LP Version),-15.351,99.408,4,0,1,143.0722,0,0
TRAAMZB12903CAB002,Norrie Paramor,Dearly Beloved,-25.694,79.731,4,9,1,163.49995,0,0
TRAAMZR128F9315DCC,Gary Hobbs,The Look Of Love,-9.435,188.502,1,0,1,289.64526,0,0
TRAANBH128F9345A6C,Diesel Boy,Cooler Than You,-4.793,133.729,1,11,1,124.15955,0.405652196,1998
TRAANKK128F42531BC,Angelo Badalamenti,Taryns Deepest Fear,-17.623,139.136,4,4,0,167.3922,0.445454525,0
TRAANLO128F422AE37,Cradle Of Filth,Summer Dying Fast,-6.2,193.693,4,2,0,321.35791,nan,1994
TRAANLZ128F934EC42,Jim Chappell,Still,-19.821,76.693,4,0,1,263.94077,nan,0
TRAANMF12903CEAFEF,Ladybug,Snapshot,-9.632,126.95,4,10,1,341.36771,nan,0
TRAANRI12903CD0A9C,Bandido,End Of The Road (Head Hornys Remix),-5.671,144.812,1,6,1,333.13914,nan,0
TRAANTD128F9323B23,Brixx,7 Miles,-11.708,138.003,4,11,0,349.12608,nan,0
TRAANTZ128E0792529,Nine Inch Nails,The Frail,-16.968,130.284,4,7,0,168.56771,nan,1999
TRAAODT12903D0D16E,Susana Seivane,Para Milladoiro,-13.038,152.013,4,10,1,350.71955,0,2010
TRAAOEH128F426A82F,Leland Martin,Stone Cold Fingers (Bonus Track),-10.647,159.968,4,4,1,175.62077,nan,0
TRAAOIN128F9303790,Test Icicles,Snowball,-4.172,75.031,4,4,0,190.24934,0.543052864,2005
TRAAOJI128F1458DCD,Heaven 17,(We Don't Need This) Fascist Groove Thang,-10.756,150.837,4,7,1,255.16363,nan,1981
TRAAOPW128F428AE31,React,Drunk Alone,-3.422,143.231,1,10,0,120.2673,nan,0
TRAAORY128F934984F,Sven Tasnadi,Charisma,-12.26,123.993,4,11,1,557.26975,nan,0
TRAAOTD128F42322FC,Mance Lipscomb,Going Down Slow,-23.527,97.981,1,11,1,187.53261,0.350979506,2000
TRAAOTT128F14AE002,Scott Wesley Brown,All Rise,-9.435,137.288,4,2,1,295.60118,nan,0
TRAAOTT128F9342E04,Flávio José,Jogo Limpo,-8.639,168.323,4,3,1,252.02893,0,0
TRAAOXM12903CFB3B0,Moss,Silent Hill,-7.672,111.079,4,2,1,329.35138,0.570850642,2009
TRAAOYG128F9314996,Pery Ribeiro,Our Love Is Here To Stay,-13.668,133.009,4,0,1,180.00934,0,0
TRAAPCC128F42519A7,Soular,Everything Changes,-6.885,146.577,5,6,1,244.45342,0.235846203,0
TRAAPFQ128F42684DB,Dimmu Borgir,Master Of Disharmony,-4.2,140.458,3,6,0,282.53995,nan,1996
TRAAPGF128F1458F8B,Public Image Ltd,(This Is Not A) Love Song (Live),-16.433,132.506,4,0,1,388.28363,0.26396982,1983
TRAAPIV128F1493132,Gary Moore,What Are We Here For,-6.951,153.862,4,2,1,345.93914,0.447135796,1997
TRAAPLS12903CB2D40,Pascal Sangla,Une petite pause,-14.737,93.238,4,9,1,243.1473,0,2010
TRAAPPQ128F14961F5,The B-52's,Wig,-9.628,124.086,4,0,1,261.74649,0.714046553,1986
TRAAPQQ128F427C750,Dakis,Perasmena Mesanihta,-8.46,66.765,1,2,0,172.25098,nan,0
TRAAPSQ12903CAE86A,Sex Pistols,God Save the Queen (Live),-3.736,145.518,4,9,1,216.60689,0.413739836,1988
TRAAPVV128F425D64C,Chris Brown,Forever,-4.376,139.998,4,1,1,363.59791,nan,0
TRAAPWD128F931ACD4,Deekline & Wizard,Sun Is Shining,-6.947,90.648,3,0,1,271.77751,0.319565987,2004
TRAAPXK128F934DF25,Daniela Dessì,New Age,-12.279,140.334,4,2,0,330.65751,nan,0
TRAAQBF12903CF796B,Hem,Have Yourself A Merry Little Christmas,-15.736,89.86,1,5,1,133.27628,0.360370583,2005
TRAAQCK128F92E8C33,Lily Allen,U Killed It,-5.871,156.097,4,9,1,264.69832,0.566988444,2006
TRAAQDJ128F92F95E0,Pentangle,Rain And Snow,-12.053,179.501,1,5,1,228.51873,nan,0
TRAAQDL12903CA8FB5,DJ Dips,Gerra De De,-6.248,86.689,3,1,1,240.3522,nan,0
TRAAQEV12903CB5459,Ana Bekuta,Kako mi je pitas sad,-13.703,160.261,5,0,1,145.57995,nan,0
TRAAQFC128F425ED83,Jason Miles,Voices On The Corner,-9.716,101.03,4,10,0,235.80689,0.253834736,0
TRAAQIH128F428BDEA,Busdriver,(Bloody Paw On The) Kill Floor,-6.258,155.038,4,6,1,192.1824,0.519403046,2007
TRAAQLE128F424AE71,Byther Smith,I Wish My Mother Was Here,-11.702,117.168,3,1,1,418.87302,0.437351761,1989
TRAAQLJ128F428E870,Bebo & Cigala,Inolvidable,-14.509,132.967,1,2,0,198.26893,0.676548906,2003
TRAAQOH128F4265CE6,Bizarre Inc,Miracle,-9.062,139.91,4,11,1,420.10077,nan,1996
TRAAQPS128F429161D,Bongzilla,Witch Weed (Live),-6.788,95.882,4,9,1,397.26975,0.460541281,1999
TRAAQUC128F9322A82,The Gone Jackals,Not Buried Deep Enough,-12.772,135.175,3,4,1,229.79873,0.495293621,1995
TRAAQUF12903CDF4A4,The Willis Brothers,Give Me 40 Acres (To Turn This Rig Around),-9.258,121.983,3,7,1,150.64771,nan,0
TRAAQWF128F92D1AAD,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,Ernesto Nazareth,-24.597,169.775,3,9,0,286.14485,nan,0
TRAAQYN128F92ED77E,S.U.P,The Cube (Live),-8.161,137.862,4,11,0,384.70485,nan,2001
TRAAQYU12903CE68CE,Boogie Pimps,Get Back Down,-6.751,83.326,3,1,1,415.03302,0,0
TRAAQZF12903CEDCB8,Brian Keane,Battle Of The Rosebud / Cries,-29.295,117.667,3,4,1,133.53751,nan,0
TRAAQZQ128EF35C51A,Aberdeen,Beyond the Light,-12.658,90.908,3,9,1,266.70975,nan,0
TRAARHS128F931689D,The Killers,Spaceman,-6.546,151.953,4,4,1,284.3424,nan,2008
TRAARRG12903CDB456,Gloriana,Pulecenella 'e mò,-17.522,161.054,4,0,0,179.06893,0,0
TRAARSF12903CD1B12,Butterfly Temple,Iskorosten' (instr.),-10.777,159.895,5,8,1,100.5971,nan,0
TRAARUN128F932B1A0,Grant Geissman,Big Stax/High Volts (Album Version),-9.993,128.219,4,9,1,320.60036,0,0
TRAASDM12903CD474E,20/20,It Goes On,-12.99,101.229,4,6,1,302.36689,0,0
TRAASEO128F9337C48,José Augusto,Pecado De Amor,-8.339,98.859,4,0,1,284.70812,nan,0
TRAASFP128F42980BD,Orbital,Illuminate,-6.531,125.975,4,0,1,327.8624,0.688521844,2001
TRAASGM128EF34DBB0,Bone Thugs-N-Harmony / Akon,Never Forget Me,-6.933,154.09,4,1,1,286.30159,0.557880389,2007
TRAASIG128F92C3A6B,Moonsorrow,Ukkosenjumalan poika,-4.178,124.237,4,9,1,356.49261,nan,2001
TRAASKO128F427CE1C,N.W.A.,A B***** Is A B***** (Edited),-8.91,97.099,4,9,1,168.75057,0,1989
